image_name,r2_x,r2_y,r2_z,r2_r,r2_g,r2_b,r2_total,rmse,chamfer_distance,train_time,train_samples,test_samples
000012.JPG,0.9256455804263839,0.884606503450653,0.91636766654275,0.6539726778786319,0.4038369752913421,0.5626757427542677,0.7245175243906714,0.0896116481415141,0.09206325120909212,29.166707038879395,6222,1556
000013.JPG,0.8950439796414185,0.8706842691225303,0.9147682214268635,0.6514858533551277,0.4037604991044744,0.5655641801359168,0.7168845004643885,0.09063281752132825,0.09535526763695662,30.193520069122314,6148,1537
000011.JPG,0.9415758217092716,0.9268566792636128,0.9507569821595521,0.6722533656400769,0.42932997767859016,0.5709622584618276,0.7486225141521552,0.0891767019361078,0.090438544503809,34.834572076797485,6131,1533
000010.JPG,0.9046560967652915,0.8916317693443544,0.9304547634595045,0.6772972272517094,0.4526745723751471,0.574671386541677,0.7385643026229474,0.08885935490816231,0.09472259705492442,35.50385403633118,6116,1529
